Name,SKU,Supplier ID,Price,Image URLs,Product URL
GRETSCH ROOTS G9200 BOXCAR ROUND NECK RESONATOR,930016026332,2715013521,$949.00 $799.00,https://www.cranbournemusic.com.au/wp-content/uploads/2017/03/Gretsch-Roots-G9200-Boxcar-Round-Neck-Resonator-1.jpg,https://www.cranbournemusic.com.au/product/gretsch-roots-g9200-boxcar-round-neck-resonator/
GRETSCH ROOTS G9201 HONEY DIPPER ROUND NECK RESONATOR GUITAR,935016000493,2717010000,"$1,049.00",https://www.cranbournemusic.com.au/wp-content/uploads/2017/03/935016000493.jpg,https://www.cranbournemusic.com.au/product/g9201-honey-dipper-round-neck-resonator-guitar/
GRETSCH ROOTS G9240 ALLIGATOR BISCUIT ROUNDNECK RESONATOR GUITAR,930016021680,2718010503,$829.00,https://www.cranbournemusic.com.au/wp-content/uploads/2017/03/930016021680.jpg,https://www.cranbournemusic.com.au/product/g9240-alligator-biscuit-roundneck-resonator-guitar/
GRETSCH ROOTS G9241 ALLIGATOR BISCUIT ROUNDNECK AC/ELEC RESONATOR,930016026822,2718015503,"$1,399.00 $1,149.00",https://www.cranbournemusic.com.au/wp-content/uploads/2019/04/Gretsch-G9241-Alligator-Biscuit-Acoustic-Electric-1.jpg,https://www.cranbournemusic.com.au/product/gretsch-roots-g9241-alligator-biscuit-roundneck-ac-elec-resonator/
GRETSCH STREAMLINER G2420 HOLLOWBODY AGED BROOKLN BURST,930016024340,2800700537,$799.00,https://www.cranbournemusic.com.au/wp-content/uploads/2017/11/Gretstch-G2420-Streamliner-Hollowbody-SB.jpg,https://www.cranbournemusic.com.au/product/gretsch-streamliner-g2420-hollowbody-aged-brookln-burst/
GRETSCH STREAMLINER G2420 HOLLOWBODY WALNUT,930016027731,2804700517,$799.00,https://www.cranbournemusic.com.au/wp-content/uploads/2019/05/G2420.jpg,https://www.cranbournemusic.com.au/product/gretsch-streamliner-g2420-hollowbody-walnut/
GRETSCH STREAMLINER G2420T HOLLOWBODY CANDY APPLE RED,930016027729,2804600509,$949.00,https://www.cranbournemusic.com.au/wp-content/uploads/2019/05/G2420T-CAR.jpg,https://www.cranbournemusic.com.au/product/gretsch-streamliner-g2420t-hollowbody-candy-apple-red/
GRETSCH STREAMLINER G2420T HOLLOWBODY RIVERA BLUE,930016027728,2804600502,$949.00,https://www.cranbournemusic.com.au/wp-content/uploads/2019/05/2804600502.jpg,https://www.cranbournemusic.com.au/product/gretsch-streamliner-g2420t-hollowbody-rivera-blue/
GRETSCH STREAMLINER G2420T HOLLOWBODY WITH BIGSBY,930016027730,2804600544,$949.00,https://www.cranbournemusic.com.au/wp-content/uploads/2017/11/Gretstch-G2420T-Streamliner-Hollowbody-GD.jpg,https://www.cranbournemusic.com.au/product/gretsch-streamliner-g2420t-hollowbody-bigsby/
GRETSCH STREAMLINER G2622 CENTER BLOCK PHANTOM METALLIC,930016027738,2806200569,$799.00,https://www.cranbournemusic.com.au/wp-content/uploads/2019/05/2806200569-1000.jpg,https://www.cranbournemusic.com.au/product/gretsch-streamliner-g2622-center-block-phantom-metallic/
GRETSCH STREAMLINER G2622 CENTER BLOCK SINGLE BARREL STAIN,930016027739,2806200593,$799.00,https://www.cranbournemusic.com.au/wp-content/uploads/2019/05/2806200593-1000.jpg,https://www.cranbournemusic.com.au/product/gretsch-streamliner-g2622-center-block-single-barrel-stain/
GRETSCH STREAMLINER G2622 CENTER BLOCK WALNUT STAIN,930016027737,2806200517,$799.00,https://www.cranbournemusic.com.au/wp-content/uploads/2019/05/2806200517-1000.jpg,https://www.cranbournemusic.com.au/product/gretsch-streamliner-g2622-center-block-walnut-stain/
